"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","184.162.145.57","192.168.0.111","UDP","1190","12136  >  14475 Len=1148"
"2","0.000097","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"3","0.000323","184.162.145.57","192.168.0.111","UDP","1190","12136  >  14475 Len=1148"
"4","0.000323","184.162.145.57","192.168.0.111","UDP","303","12136  >  14475 Len=261"
"5","0.001274","184.162.145.57","192.168.0.111","UDP","1189","12136  >  14475 Len=1147"
"6","0.001539","184.162.145.57","192.168.0.111","UDP","1189","12136  >  14475 Len=1147"
"7","0.001788","184.162.145.57","192.168.0.111","UDP","1189","12136  >  14475 Len=1147"
"8","0.012102","192.168.0.111","184.162.145.57","UDP","89","14475  >  12136 Len=47"
"9","0.023090","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"10","0.039273","184.162.145.57","192.168.0.111","UDP","1073","12136  >  14475 Len=1031"
"11","0.039454","192.168.0.111","184.162.145.57","UDP","297","14475  >  12136 Len=255"
"12","0.039960","184.162.145.57","192.168.0.111","UDP","1073","12136  >  14475 Len=1031"
"13","0.040046","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"14","0.040229","184.162.145.57","192.168.0.111","UDP","1073","12136  >  14475 Len=1031"
"15","0.040756","184.162.145.57","192.168.0.111","UDP","1073","12136  >  14475 Len=1031"
"16","0.040994","184.162.145.57","192.168.0.111","UDP","1072","12136  >  14475 Len=1030"
"17","0.040994","184.162.145.57","192.168.0.111","UDP","284","12136  >  14475 Len=242"
"18","0.048377","184.162.145.57","192.168.0.111","UDP","257","12136  >  14475 Len=215"
"19","0.067242","184.162.145.57","192.168.0.111","UDP","1048","12136  >  14475 Len=1006"
"20","0.067432","184.162.145.57","192.168.0.111","UDP","1048","12136  >  14475 Len=1006"
"21","0.067669","184.162.145.57","192.168.0.111","UDP","1047","12136  >  14475 Len=1005"
"22","0.067669","184.162.145.57","192.168.0.111","UDP","1047","12136  >  14475 Len=1005"
"23","0.067860","192.168.0.111","184.162.145.57","UDP","133","14475  >  12136 Len=91"
"24","0.067957","184.162.145.57","192.168.0.111","UDP","1047","12136  >  14475 Len=1005"
"25","0.074549","184.162.145.57","192.168.0.111","UDP","239","12136  >  14475 Len=197"
"26","0.074803","192.168.0.111","184.162.145.57","UDP","409","14475  >  12136 Len=367"
"27","0.074828","192.168.0.111","184.162.145.57","UDP","835","14475  >  12136 Len=793"
"28","0.074841","192.168.0.111","184.162.145.57","UDP","835","14475  >  12136 Len=793"
"29","0.084764","192.168.0.111","184.162.145.57","UDP","89","14475  >  12136 Len=47"
"30","0.084809","192.168.0.111","184.162.145.57","UDP","835","14475  >  12136 Len=793"
"31","0.084829","192.168.0.111","184.162.145.57","UDP","835","14475  >  12136 Len=793"
"32","0.084843","192.168.0.111","184.162.145.57","UDP","834","14475  >  12136 Len=792"
"33","0.084860","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"34","0.085246","184.162.145.57","192.168.0.111","UDP","1030","12136  >  14475 Len=988"
"35","0.085462","184.162.145.57","192.168.0.111","UDP","1030","12136  >  14475 Len=988"
"36","0.085700","184.162.145.57","192.168.0.111","UDP","1029","12136  >  14475 Len=987"
"37","0.086589","184.162.145.57","192.168.0.111","UDP","1029","12136  >  14475 Len=987"
"38","0.086812","184.162.145.57","192.168.0.111","UDP","1029","12136  >  14475 Len=987"
"39","0.092290","184.162.145.57","192.168.0.111","UDP","225","12136  >  14475 Len=183"
"40","0.101805","184.162.145.57","192.168.0.111","UDP","221","12136  >  14475 Len=179"
"41","0.101988","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"42","0.123679","192.168.0.111","184.162.145.57","UDP","132","14475  >  12136 Len=90"
"43","0.127038","184.162.145.57","192.168.0.111","UDP","136","12136  >  14475 Len=94"
"44","0.135283","184.162.145.57","192.168.0.111","UDP","1008","12136  >  14475 Len=966"
"45","0.135465","184.162.145.57","192.168.0.111","UDP","1008","12136  >  14475 Len=966"
"46","0.143161","184.162.145.57","192.168.0.111","UDP","1008","12136  >  14475 Len=966"
"47","0.143161","184.162.145.57","192.168.0.111","UDP","1008","12136  >  14475 Len=966"
"48","0.143283","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"49","0.143319","192.168.0.111","184.162.145.57","UDP","89","14475  >  12136 Len=47"
"50","0.143470","184.162.145.57","192.168.0.111","UDP","1007","12136  >  14475 Len=965"
"51","0.143470","184.162.145.57","192.168.0.111","UDP","139","12136  >  14475 Len=97"
"52","0.143705","184.162.145.57","192.168.0.111","UDP","993","12136  >  14475 Len=951"
"53","0.157749","184.162.145.57","192.168.0.111","UDP","993","12136  >  14475 Len=951"
"54","0.158192","184.162.145.57","192.168.0.111","UDP","993","12136  >  14475 Len=951"
"55","0.158254","192.168.0.111","184.162.145.57","UDP","297","14475  >  12136 Len=255"
"56","0.158419","184.162.145.57","192.168.0.111","UDP","992","12136  >  14475 Len=950"
"57","0.158632","184.162.145.57","192.168.0.111","UDP","992","12136  >  14475 Len=950"
"58","0.158632","184.162.145.57","192.168.0.111","UDP","142","12136  >  14475 Len=100"
"59","0.168807","192.168.0.111","184.162.145.57","UDP","133","14475  >  12136 Len=91"
"60","0.172126","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"61","0.180642","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"62","0.180712","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"63","0.180712","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"64","0.180927","184.162.145.57","192.168.0.111","UDP","926","12136  >  14475 Len=884"
"65","0.180927","184.162.145.57","192.168.0.111","UDP","160","12136  >  14475 Len=118"
"66","0.181106","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"67","0.181142","192.168.0.111","184.162.145.57","UDP","162","14475  >  12136 Len=120"
"68","0.193783","184.162.145.57","192.168.0.111","UDP","143","12136  >  14475 Len=101"
"69","0.200988","184.162.145.57","192.168.0.111","UDP","934","12136  >  14475 Len=892"
"70","0.201108","192.168.0.111","184.162.145.57","UDP","1291","14475  >  12136 Len=1249"
"71","0.201149","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"72","0.211028","192.168.0.111","184.162.145.57","UDP","89","14475  >  12136 Len=47"
"73","0.218863","184.162.145.57","192.168.0.111","UDP","934","12136  >  14475 Len=892"
"74","0.219030","184.162.145.57","192.168.0.111","UDP","934","12136  >  14475 Len=892"
"75","0.219088","192.168.0.111","184.162.145.57","UDP","1290","14475  >  12136 Len=1248"
"76","0.219153","192.168.0.111","184.162.145.57","UDP","1290","14475  >  12136 Len=1248"
"77","0.219168","192.168.0.111","184.162.145.57","UDP","1290","14475  >  12136 Len=1248"
"78","0.219181","192.168.0.111","184.162.145.57","UDP","1290","14475  >  12136 Len=1248"
"79","0.219194","192.168.0.111","184.162.145.57","UDP","1290","14475  >  12136 Len=1248"
"80","0.219207","192.168.0.111","184.162.145.57","UDP","1290","14475  >  12136 Len=1248"
"81","0.219223","192.168.0.111","184.162.145.57","UDP","129","14475  >  12136 Len=87"
"82","0.227190","184.162.145.57","192.168.0.111","UDP","934","12136  >  14475 Len=892"
"83","0.227190","184.162.145.57","192.168.0.111","UDP","934","12136  >  14475 Len=892"
"84","0.234048","184.162.145.57","192.168.0.111","UDP","135","12136  >  14475 Len=93"
"85","0.241531","184.162.145.57","192.168.0.111","UDP","136","12136  >  14475 Len=94"
"86","0.241815","192.168.0.111","184.162.145.57","UDP","1003","14475  >  12136 Len=961"
"87","0.241847","192.168.0.111","184.162.145.57","UDP","1003","14475  >  12136 Len=961"
"88","0.241875","192.168.0.111","184.162.145.57","UDP","1002","14475  >  12136 Len=960"
"89","0.241885","192.168.0.111","184.162.145.57","UDP","133","14475  >  12136 Len=91"
"90","0.255643","184.162.145.57","192.168.0.111","UDP","134","12136  >  14475 Len=92"
"91","0.266380","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"92","0.276039","184.162.145.57","192.168.0.111","UDP","1056","12136  >  14475 Len=1014"
"93","0.276579","192.168.0.111","184.162.145.57","UDP","297","14475  >  12136 Len=255"
"94","0.277360","184.162.145.57","192.168.0.111","UDP","1056","12136  >  14475 Len=1014"
"95","0.277566","184.162.145.57","192.168.0.111","UDP","1056","12136  >  14475 Len=1014"
"96","0.277566","184.162.145.57","192.168.0.111","UDP","1056","12136  >  14475 Len=1014"
"97","0.277566","184.162.145.57","192.168.0.111","UDP","1056","12136  >  14475 Len=1014"
"98","0.277566","184.162.145.57","192.168.0.111","UDP","131","12136  >  14475 Len=89"
"99","0.277566","184.162.145.57","192.168.0.111","UDP","208","12136  >  14475 Len=166"
"100","0.287100","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"101","0.299835","184.162.145.57","192.168.0.111","UDP","789","12136  >  14475 Len=747"
"102","0.299872","184.162.145.57","192.168.0.111","UDP","789","12136  >  14475 Len=747"
"103","0.299990","192.168.0.111","184.162.145.57","UDP","129","14475  >  12136 Len=87"
"104","0.301264","184.162.145.57","192.168.0.111","UDP","789","12136  >  14475 Len=747"
"105","0.301305","184.162.145.57","192.168.0.111","UDP","788","12136  >  14475 Len=746"
"106","0.301484","184.162.145.57","192.168.0.111","UDP","788","12136  >  14475 Len=746"
"107","0.301484","184.162.145.57","192.168.0.111","UDP","139","12136  >  14475 Len=97"
"108","0.321038","184.162.145.57","192.168.0.111","UDP","134","12136  >  14475 Len=92"
"109","0.321163","192.168.0.111","184.162.145.57","UDP","296","14475  >  12136 Len=254"
"110","0.321184","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"111","0.327637","184.162.145.57","192.168.0.111","UDP","937","12136  >  14475 Len=895"
"112","0.341801","184.162.145.57","192.168.0.111","UDP","937","12136  >  14475 Len=895"
"113","0.341972","192.168.0.111","184.162.145.57","UDP","133","14475  >  12136 Len=91"
"114","0.342480","184.162.145.57","192.168.0.111","UDP","937","12136  >  14475 Len=895"
"115","0.342671","184.162.145.57","192.168.0.111","UDP","937","12136  >  14475 Len=895"
"116","0.342943","184.162.145.57","192.168.0.111","UDP","936","12136  >  14475 Len=894"
"117","0.342943","184.162.145.57","192.168.0.111","UDP","130","12136  >  14475 Len=88"
"118","0.358259","184.162.145.57","192.168.0.111","UDP","133","12136  >  14475 Len=91"
"119","0.358409","192.168.0.111","184.162.145.57","UDP","1171","14475  >  12136 Len=1129"
"120","0.358490","192.168.0.111","184.162.145.57","UDP","1171","14475  >  12136 Len=1129"
"121","0.358511","192.168.0.111","184.162.145.57","UDP","1171","14475  >  12136 Len=1129"
"122","0.358529","192.168.0.111","184.162.145.57","UDP","1171","14475  >  12136 Len=1129"
"123","0.358545","192.168.0.111","184.162.145.57","UDP","1170","14475  >  12136 Len=1128"
"124","0.358560","192.168.0.111","184.162.145.57","UDP","1170","14475  >  12136 Len=1128"
"125","0.358575","192.168.0.111","184.162.145.57","UDP","1170","14475  >  12136 Len=1128"
"126","0.358589","192.168.0.111","184.162.145.57","UDP","1170","14475  >  12136 Len=1128"
"127","0.358604","192.168.0.111","184.162.145.57","UDP","1170","14475  >  12136 Len=1128"
"128","0.368298","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"129","0.377448","184.162.145.57","192.168.0.111","UDP","958","12136  >  14475 Len=916"
"130","0.377613","184.162.145.57","192.168.0.111","UDP","958","12136  >  14475 Len=916"
"131","0.377839","184.162.145.57","192.168.0.111","UDP","958","12136  >  14475 Len=916"
"132","0.377987","184.162.145.57","192.168.0.111","UDP","958","12136  >  14475 Len=916"
"133","0.378224","184.162.145.57","192.168.0.111","UDP","957","12136  >  14475 Len=915"
"134","0.378224","184.162.145.57","192.168.0.111","UDP","139","12136  >  14475 Len=97"
"135","0.389218","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"136","0.396999","184.162.145.57","192.168.0.111","UDP","188","12136  >  14475 Len=146"
"137","0.397611","192.168.0.111","184.162.145.57","UDP","297","14475  >  12136 Len=255"
"138","0.407334","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"139","0.413067","184.162.145.57","192.168.0.111","UDP","968","12136  >  14475 Len=926"
"140","0.413231","184.162.145.57","192.168.0.111","UDP","968","12136  >  14475 Len=926"
"141","0.413484","184.162.145.57","192.168.0.111","UDP","968","12136  >  14475 Len=926"
"142","0.413674","184.162.145.57","192.168.0.111","UDP","967","12136  >  14475 Len=925"
"143","0.413853","184.162.145.57","192.168.0.111","UDP","967","12136  >  14475 Len=925"
"144","0.413853","184.162.145.57","192.168.0.111","UDP","276","12136  >  14475 Len=234"
"145","0.424413","192.168.0.111","184.162.145.57","UDP","89","14475  >  12136 Len=47"
"146","0.424451","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"147","0.429988","184.162.145.57","192.168.0.111","UDP","907","12136  >  14475 Len=865"
"148","0.430124","184.162.145.57","192.168.0.111","UDP","907","12136  >  14475 Len=865"
"149","0.430317","184.162.145.57","192.168.0.111","UDP","907","12136  >  14475 Len=865"
"150","0.430317","184.162.145.57","192.168.0.111","UDP","275","12136  >  14475 Len=233"
"151","0.441255","192.168.0.111","184.162.145.57","UDP","320","14475  >  12136 Len=278"
"152","0.441282","192.168.0.111","184.162.145.57","UDP","133","14475  >  12136 Len=91"
"153","0.462679","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"154","0.467200","184.162.145.57","192.168.0.111","UDP","907","12136  >  14475 Len=865"
"155","0.467435","184.162.145.57","192.168.0.111","UDP","906","12136  >  14475 Len=864"
"156","0.467435","184.162.145.57","192.168.0.111","UDP","141","12136  >  14475 Len=99"
"157","0.476438","184.162.145.57","192.168.0.111","UDP","976","12136  >  14475 Len=934"
"158","0.476651","192.168.0.111","184.162.145.57","UDP","1246","14475  >  12136 Len=1204"
"159","0.485747","184.162.145.57","192.168.0.111","UDP","975","12136  >  14475 Len=933"
"160","0.485862","192.168.0.111","184.162.145.57","UDP","1246","14475  >  12136 Len=1204"
"161","0.485920","192.168.0.111","184.162.145.57","UDP","1246","14475  >  12136 Len=1204"
"162","0.485931","184.162.145.57","192.168.0.111","UDP","975","12136  >  14475 Len=933"
"163","0.485935","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"164","0.485947","192.168.0.111","184.162.145.57","UDP","161","14475  >  12136 Len=119"
"165","0.486128","184.162.145.57","192.168.0.111","UDP","975","12136  >  14475 Len=933"
"166","0.486128","184.162.145.57","192.168.0.111","UDP","975","12136  >  14475 Len=933"
"167","0.486128","184.162.145.57","192.168.0.111","UDP","159","12136  >  14475 Len=117"
"168","0.496301","192.168.0.111","184.162.145.57","UDP","1246","14475  >  12136 Len=1204"
"169","0.496342","192.168.0.111","184.162.145.57","UDP","1246","14475  >  12136 Len=1204"
"170","0.496415","192.168.0.111","184.162.145.57","UDP","1246","14475  >  12136 Len=1204"
"171","0.496425","192.168.0.111","184.162.145.57","UDP","1246","14475  >  12136 Len=1204"
"172","0.496473","192.168.0.111","184.162.145.57","UDP","1246","14475  >  12136 Len=1204"
"173","0.496506","192.168.0.111","184.162.145.57","UDP","1246","14475  >  12136 Len=1204"
"174","0.496526","192.168.0.111","184.162.145.57","UDP","89","14475  >  12136 Len=47"
"175","0.506447","192.168.0.111","184.162.145.57","UDP","1245","14475  >  12136 Len=1203"
"176","0.506487","192.168.0.111","184.162.145.57","UDP","132","14475  >  12136 Len=90"
"177","0.517340","192.168.0.111","184.162.145.57","UDP","297","14475  >  12136 Len=255"
"178","0.527794","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"179","0.535514","184.162.145.57","192.168.0.111","UDP","141","12136  >  14475 Len=99"
"180","0.536784","184.162.145.57","192.168.0.111","UDP","1276","12136  >  14475 Len=1234"
"181","0.537133","184.162.145.57","192.168.0.111","UDP","1275","12136  >  14475 Len=1233"
"182","0.537133","184.162.145.57","192.168.0.111","UDP","1275","12136  >  14475 Len=1233"
"183","0.537327","184.162.145.57","192.168.0.111","UDP","1275","12136  >  14475 Len=1233"
"184","0.537749","184.162.145.57","192.168.0.111","UDP","1275","12136  >  14475 Len=1233"
"185","0.537749","184.162.145.57","192.168.0.111","UDP","131","12136  >  14475 Len=89"
"186","0.537749","184.162.145.57","192.168.0.111","UDP","136","12136  >  14475 Len=94"
"187","0.548737","192.168.0.111","184.162.145.57","UDP","128","14475  >  12136 Len=86"
"188","0.559994","192.168.0.111","184.162.145.57","UDP","296","14475  >  12136 Len=254"
"189","0.560032","192.168.0.111","184.162.145.57","UDP","89","14475  >  12136 Len=47"
"190","0.560043","192.168.0.111","184.162.145.57","UDP","132","14475  >  12136 Len=90"
"191","0.572700","184.162.145.57","192.168.0.111","UDP","938","12136  >  14475 Len=896"
"192","0.573242","184.162.145.57","192.168.0.111","UDP","938","12136  >  14475 Len=896"
"193","0.573462","184.162.145.57","192.168.0.111","UDP","938","12136  >  14475 Len=896"
"194","0.574452","184.162.145.57","192.168.0.111","UDP","938","12136  >  14475 Len=896"
"195","0.574620","184.162.145.57","192.168.0.111","UDP","938","12136  >  14475 Len=896"
"196","0.574620","184.162.145.57","192.168.0.111","UDP","151","12136  >  14475 Len=109"
"197","0.582526","184.162.145.57","192.168.0.111","UDP","822","12136  >  14475 Len=780"
"198","0.582622","184.162.145.57","192.168.0.111","UDP","822","12136  >  14475 Len=780"
"199","0.582693","192.168.0.111","184.162.145.57","UDP","134","14475  >  12136 Len=92"
"200","0.582796","184.162.145.57","192.168.0.111","UDP","822","12136  >  14475 Len=780"
"201","0.582904","184.162.145.57","192.168.0.111","UDP","822","12136  >  14475 Len=780"
"202","0.582904","184.162.145.57","192.168.0.111","UDP","822","12136  >  14475 Len=780"
"203","0.582904","184.162.145.57","192.168.0.111","UDP","145","12136  >  14475 Len=103"
"204","0.589292","184.162.145.57","192.168.0.111","UDP","208","12136  >  14475 Len=166"
"205","0.600335","192.168.0.111","184.162.145.57","UDP","133","14475  >  12136 Len=91"
"206","0.611259","184.162.145.57","192.168.0.111","UDP","98","12136  >  14475 Len=56"
"207","0.611259","184.162.145.57","192.168.0.111","UDP","245","12136  >  14475 Len=203"
"208","0.622218","192.168.0.111","184.162.145.57","UDP","1288","14475  >  12136 Len=1246"
"209","0.622275","192.168.0.111","184.162.145.57","UDP","1288","14475  >  12136 Len=1246"
"210","0.622303","192.168.0.111","184.162.145.57","UDP","1288","14475  >  12136 Len=1246"
"211","0.622327","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"212","0.623790","184.162.145.57","192.168.0.111","UDP","270","12136  >  14475 Len=228"
"213","0.623941","192.168.0.111","184.162.145.57","UDP","89","14475  >  12136 Len=47"
"214","0.643122","184.162.145.57","192.168.0.111","UDP","290","12136  >  14475 Len=248"
"215","0.643200","192.168.0.111","184.162.145.57","UDP","1288","14475  >  12136 Len=1246"
"216","0.643222","192.168.0.111","184.162.145.57","UDP","1288","14475  >  12136 Len=1246"
"217","0.643234","192.168.0.111","184.162.145.57","UDP","1288","14475  >  12136 Len=1246"
"218","0.643245","192.168.0.111","184.162.145.57","UDP","1288","14475  >  12136 Len=1246"
"219","0.643257","192.168.0.111","184.162.145.57","UDP","1288","14475  >  12136 Len=1246"
"220","0.643263","192.168.0.111","184.162.145.57","UDP","1287","14475  >  12136 Len=1245"
"221","0.643270","192.168.0.111","184.162.145.57","UDP","1287","14475  >  12136 Len=1245"
"222","0.643276","192.168.0.111","184.162.145.57","UDP","297","14475  >  12136 Len=255"
"223","0.643282","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"224","0.659364","184.162.145.57","192.168.0.111","UDP","287","12136  >  14475 Len=245"
"225","0.659508","192.168.0.111","184.162.145.57","UDP","132","14475  >  12136 Len=90"
"226","0.659515","184.162.145.57","192.168.0.111","UDP","942","12136  >  14475 Len=900"
"227","0.659938","184.162.145.57","192.168.0.111","UDP","942","12136  >  14475 Len=900"
"228","0.661014","184.162.145.57","192.168.0.111","UDP","941","12136  >  14475 Len=899"
"229","0.661471","184.162.145.57","192.168.0.111","UDP","941","12136  >  14475 Len=899"
"230","0.661699","184.162.145.57","192.168.0.111","UDP","941","12136  >  14475 Len=899"
"231","0.668873","184.162.145.57","192.168.0.111","UDP","516","12136  >  14475 Len=474"
"232","0.675830","184.162.145.57","192.168.0.111","UDP","516","12136  >  14475 Len=474"
"233","0.675927","184.162.145.57","192.168.0.111","UDP","516","12136  >  14475 Len=474"
"234","0.675927","184.162.145.57","192.168.0.111","UDP","516","12136  >  14475 Len=474"
"235","0.676097","184.162.145.57","192.168.0.111","UDP","515","12136  >  14475 Len=473"
"236","0.676097","184.162.145.57","192.168.0.111","UDP","277","12136  >  14475 Len=235"
"237","0.687040","192.168.0.111","184.162.145.57","UDP","129","14475  >  12136 Len=87"
"238","0.697493","192.168.0.111","184.162.145.57","UDP","89","14475  >  12136 Len=47"
"239","0.699070","184.162.145.57","192.168.0.111","UDP","275","12136  >  14475 Len=233"
"240","0.708637","192.168.0.111","184.162.145.57","UDP","136","14475  >  12136 Len=94"
"241","0.714519","184.162.145.57","192.168.0.111","UDP","1017","12136  >  14475 Len=975"
"242","0.714691","184.162.145.57","192.168.0.111","UDP","1017","12136  >  14475 Len=975"
"243","0.714953","184.162.145.57","192.168.0.111","UDP","1017","12136  >  14475 Len=975"
"244","0.715162","192.168.0.111","184.162.145.57","UDP","682","14475  >  12136 Len=640"
"245","0.715215","184.162.145.57","192.168.0.111","UDP","1017","12136  >  14475 Len=975"
"246","0.715786","184.162.145.57","192.168.0.111","UDP","1017","12136  >  14475 Len=975"
"247","0.715786","184.162.145.57","192.168.0.111","UDP","271","12136  >  14475 Len=229"
"248","0.715895","184.162.145.57","192.168.0.111","UDP","576","12136  >  14475 Len=534"
"249","0.726706","192.168.0.111","184.162.145.57","UDP","682","14475  >  12136 Len=640"
"250","0.726806","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"251","0.730154","184.162.145.57","192.168.0.111","UDP","576","12136  >  14475 Len=534"
"252","0.738383","184.162.145.57","192.168.0.111","UDP","575","12136  >  14475 Len=533"
"253","0.749515","192.168.0.111","184.162.145.57","UDP","128","14475  >  12136 Len=86"
"254","0.757550","184.162.145.57","192.168.0.111","UDP","259","12136  >  14475 Len=217"
"255","0.757840","192.168.0.111","184.162.145.57","UDP","675","14475  >  12136 Len=633"
"256","0.757888","192.168.0.111","184.162.145.57","UDP","1206","14475  >  12136 Len=1164"
"257","0.757912","192.168.0.111","184.162.145.57","UDP","675","14475  >  12136 Len=633"
"258","0.757931","192.168.0.111","184.162.145.57","UDP","1206","14475  >  12136 Len=1164"
"259","0.757948","192.168.0.111","184.162.145.57","UDP","1206","14475  >  12136 Len=1164"
"260","0.757966","192.168.0.111","184.162.145.57","UDP","1206","14475  >  12136 Len=1164"
"261","0.766766","184.162.145.57","192.168.0.111","UDP","143","12136  >  14475 Len=101"
"262","0.766945","192.168.0.111","184.162.145.57","UDP","89","14475  >  12136 Len=47"
"263","0.766967","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"264","0.767000","192.168.0.111","184.162.145.57","UDP","1206","14475  >  12136 Len=1164"
"265","0.783961","184.162.145.57","192.168.0.111","UDP","132","12136  >  14475 Len=90"
"266","0.784084","192.168.0.111","184.162.145.57","UDP","1206","14475  >  12136 Len=1164"
"267","0.784107","192.168.0.111","184.162.145.57","UDP","1205","14475  >  12136 Len=1163"
"268","0.784139","192.168.0.111","184.162.145.57","UDP","1205","14475  >  12136 Len=1163"
"269","0.784151","192.168.0.111","184.162.145.57","UDP","1205","14475  >  12136 Len=1163"
"270","0.784163","192.168.0.111","184.162.145.57","UDP","1205","14475  >  12136 Len=1163"
"271","0.784174","192.168.0.111","184.162.145.57","UDP","1205","14475  >  12136 Len=1163"
"272","0.784186","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"273","0.793401","184.162.145.57","192.168.0.111","UDP","1234","12136  >  14475 Len=1192"
"274","0.793596","184.162.145.57","192.168.0.111","UDP","1234","12136  >  14475 Len=1192"
"275","0.793736","192.168.0.111","184.162.145.57","UDP","161","14475  >  12136 Len=119"
"276","0.804463","192.168.0.111","184.162.145.57","UDP","133","14475  >  12136 Len=91"
"277","0.822667","184.162.145.57","192.168.0.111","UDP","121","12136  >  14475 Len=79"
"278","0.822776","192.168.0.111","184.162.145.57","UDP","89","14475  >  12136 Len=47"
"279","0.822834","192.168.0.111","184.162.145.57","UDP","136","14475  >  12136 Len=94"
"280","0.822840","184.162.145.57","192.168.0.111","UDP","1233","12136  >  14475 Len=1191"
"281","0.823057","184.162.145.57","192.168.0.111","UDP","1233","12136  >  14475 Len=1191"
"282","0.823918","184.162.145.57","192.168.0.111","UDP","1233","12136  >  14475 Len=1191"
"283","0.823918","184.162.145.57","192.168.0.111","UDP","123","12136  >  14475 Len=81"
"284","0.824029","184.162.145.57","192.168.0.111","UDP","922","12136  >  14475 Len=880"
"285","0.824324","184.162.145.57","192.168.0.111","UDP","921","12136  >  14475 Len=879"
"286","0.824392","184.162.145.57","192.168.0.111","UDP","921","12136  >  14475 Len=879"
"287","0.840212","184.162.145.57","192.168.0.111","UDP","921","12136  >  14475 Len=879"
"288","0.840347","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"289","0.840380","184.162.145.57","192.168.0.111","UDP","921","12136  >  14475 Len=879"
"290","0.840380","184.162.145.57","192.168.0.111","UDP","122","12136  >  14475 Len=80"
"291","0.854961","184.162.145.57","192.168.0.111","UDP","921","12136  >  14475 Len=879"
"292","0.855223","184.162.145.57","192.168.0.111","UDP","921","12136  >  14475 Len=879"
"293","0.855409","184.162.145.57","192.168.0.111","UDP","921","12136  >  14475 Len=879"
"294","0.855936","184.162.145.57","192.168.0.111","UDP","921","12136  >  14475 Len=879"
"295","0.862549","184.162.145.57","192.168.0.111","UDP","920","12136  >  14475 Len=878"
"296","0.862549","184.162.145.57","192.168.0.111","UDP","122","12136  >  14475 Len=80"
"297","0.862768","192.168.0.111","184.162.145.57","UDP","1096","14475  >  12136 Len=1054"
"298","0.862830","192.168.0.111","184.162.145.57","UDP","1096","14475  >  12136 Len=1054"
"299","0.862849","192.168.0.111","184.162.145.57","UDP","1096","14475  >  12136 Len=1054"
"300","0.862879","192.168.0.111","184.162.145.57","UDP","1096","14475  >  12136 Len=1054"
"301","0.862895","192.168.0.111","184.162.145.57","UDP","1096","14475  >  12136 Len=1054"
"302","0.862909","192.168.0.111","184.162.145.57","UDP","1096","14475  >  12136 Len=1054"
"303","0.862925","192.168.0.111","184.162.145.57","UDP","167","14475  >  12136 Len=125"
"304","0.873849","192.168.0.111","184.162.145.57","UDP","1096","14475  >  12136 Len=1054"
"305","0.873941","192.168.0.111","184.162.145.57","UDP","1096","14475  >  12136 Len=1054"
"306","0.873952","192.168.0.111","184.162.145.57","UDP","1096","14475  >  12136 Len=1054"
"307","0.873968","192.168.0.111","184.162.145.57","UDP","1095","14475  >  12136 Len=1053"
"308","0.873978","192.168.0.111","184.162.145.57","UDP","1095","14475  >  12136 Len=1053"
"309","0.873988","192.168.0.111","184.162.145.57","UDP","1095","14475  >  12136 Len=1053"
"310","0.873999","192.168.0.111","184.162.145.57","UDP","1095","14475  >  12136 Len=1053"
"311","0.874005","192.168.0.111","184.162.145.57","UDP","1095","14475  >  12136 Len=1053"
"312","0.874027","192.168.0.111","184.162.145.57","UDP","1095","14475  >  12136 Len=1053"
