"No.","Time","Source","Destination","Protocol","Length","Info"
"13261","35.817597","184.162.145.57","192.168.0.111","UDP","293","12136  >  14475 Len=251"
"13262","35.818201","184.162.145.57","192.168.0.111","UDP","1191","12136  >  14475 Len=1149"
"13263","35.818721","184.162.145.57","192.168.0.111","UDP","1191","12136  >  14475 Len=1149"
"13264","35.819458","184.162.145.57","192.168.0.111","UDP","1191","12136  >  14475 Len=1149"
"13265","35.819530","192.168.0.111","184.162.145.57","UDP","136","14475  >  12136 Len=94"
"13266","35.819787","184.162.145.57","192.168.0.111","UDP","1191","12136  >  14475 Len=1149"
"13267","35.833529","184.162.145.57","192.168.0.111","UDP","1222","12136  >  14475 Len=1180"
"13270","35.838083","192.168.0.111","184.162.145.57","UDP","162","14475  >  12136 Len=120"
"13271","35.842359","184.162.145.57","192.168.0.111","UDP","281","12136  >  14475 Len=239"
"13272","35.842535","184.162.145.57","192.168.0.111","UDP","999","12136  >  14475 Len=957"
"13273","35.842535","184.162.145.57","192.168.0.111","UDP","999","12136  >  14475 Len=957"
"13274","35.842535","184.162.145.57","192.168.0.111","UDP","999","12136  >  14475 Len=957"
"13275","35.844694","192.168.0.111","184.162.145.57","UDP","132","14475  >  12136 Len=90"
"13277","35.855825","192.168.0.111","184.162.145.57","UDP","1076","14475  >  12136 Len=1034"
"13278","35.855842","192.168.0.111","184.162.145.57","UDP","1076","14475  >  12136 Len=1034"
"13279","35.855854","192.168.0.111","184.162.145.57","UDP","1076","14475  >  12136 Len=1034"
"13280","35.855866","192.168.0.111","184.162.145.57","UDP","1076","14475  >  12136 Len=1034"
"13281","35.855877","192.168.0.111","184.162.145.57","UDP","1076","14475  >  12136 Len=1034"
"13282","35.855888","192.168.0.111","184.162.145.57","UDP","1076","14475  >  12136 Len=1034"
"13283","35.855899","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13284","35.855910","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13285","35.865704","184.162.145.57","192.168.0.111","UDP","998","12136  >  14475 Len=956"
"13286","35.866167","184.162.145.57","192.168.0.111","UDP","998","12136  >  14475 Len=956"
"13287","35.866405","184.162.145.57","192.168.0.111","UDP","1030","12136  >  14475 Len=988"
"13288","35.866405","184.162.145.57","192.168.0.111","UDP","316","12136  >  14475 Len=274"
"13289","35.866730","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13290","35.866804","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13291","35.866820","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13292","35.866834","192.168.0.111","184.162.145.57","UDP","1153","14475  >  12136 Len=1111"
"13293","35.866850","192.168.0.111","184.162.145.57","UDP","1153","14475  >  12136 Len=1111"
"13294","35.866859","192.168.0.111","184.162.145.57","UDP","142","14475  >  12136 Len=100"
"13295","35.884065","184.162.145.57","192.168.0.111","UDP","984","12136  >  14475 Len=942"
"13296","35.884354","192.168.0.111","184.162.145.57","UDP","1153","14475  >  12136 Len=1111"
"13297","35.884461","192.168.0.111","184.162.145.57","UDP","1152","14475  >  12136 Len=1110"
"13298","35.884525","192.168.0.111","184.162.145.57","UDP","1152","14475  >  12136 Len=1110"
"13299","35.884573","192.168.0.111","184.162.145.57","UDP","138","14475  >  12136 Len=96"
"13300","35.884637","184.162.145.57","192.168.0.111","UDP","984","12136  >  14475 Len=942"
"13301","35.884846","184.162.145.57","192.168.0.111","UDP","984","12136  >  14475 Len=942"
"13302","35.885263","184.162.145.57","192.168.0.111","UDP","983","12136  >  14475 Len=941"
"13303","35.885463","184.162.145.57","192.168.0.111","UDP","983","12136  >  14475 Len=941"
"13304","35.885653","184.162.145.57","192.168.0.111","UDP","1015","12136  >  14475 Len=973"
"13305","35.885653","184.162.145.57","192.168.0.111","UDP","272","12136  >  14475 Len=230"
"13306","35.892764","184.162.145.57","192.168.0.111","UDP","928","12136  >  14475 Len=886"
"13307","35.893478","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"13308","35.893591","192.168.0.111","184.162.145.57","UDP","1062","14475  >  12136 Len=1020"
"13309","35.893632","192.168.0.111","184.162.145.57","UDP","1061","14475  >  12136 Len=1019"
"13310","35.893635","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"13311","35.893635","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"13312","35.893658","192.168.0.111","184.162.145.57","UDP","1061","14475  >  12136 Len=1019"
"13313","35.893683","192.168.0.111","184.162.145.57","UDP","1061","14475  >  12136 Len=1019"
"13314","35.893703","192.168.0.111","184.162.145.57","UDP","1061","14475  >  12136 Len=1019"
"13315","35.893722","192.168.0.111","184.162.145.57","UDP","1061","14475  >  12136 Len=1019"
"13316","35.893740","192.168.0.111","184.162.145.57","UDP","1061","14475  >  12136 Len=1019"
"13317","35.894136","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"13318","35.900224","184.162.145.57","192.168.0.111","UDP","259","12136  >  14475 Len=217"
"13319","35.900409","184.162.145.57","192.168.0.111","UDP","959","12136  >  14475 Len=917"
"13320","35.900421","192.168.0.111","184.162.145.57","UDP","140","14475  >  12136 Len=98"
"13321","35.916020","184.162.145.57","192.168.0.111","UDP","244","12136  >  14475 Len=202"
"13322","35.926669","192.168.0.111","184.162.145.57","UDP","138","14475  >  12136 Len=96"
"13323","35.930435","184.162.145.57","192.168.0.111","UDP","962","12136  >  14475 Len=920"
"13325","35.941610","192.168.0.111","184.162.145.57","UDP","135","14475  >  12136 Len=93"
"13326","35.941756","192.168.0.111","184.162.145.57","UDP","89","14475  >  12136 Len=47"
"13327","35.941981","184.162.145.57","192.168.0.111","UDP","962","12136  >  14475 Len=920"
"13328","35.942904","184.162.145.57","192.168.0.111","UDP","962","12136  >  14475 Len=920"
"13329","35.943122","184.162.145.57","192.168.0.111","UDP","962","12136  >  14475 Len=920"
"13330","35.943122","184.162.145.57","192.168.0.111","UDP","358","12136  >  14475 Len=316"
"13331","35.950712","184.162.145.57","192.168.0.111","UDP","961","12136  >  14475 Len=919"
"13332","35.950847","184.162.145.57","192.168.0.111","UDP","993","12136  >  14475 Len=951"
"13333","35.961582","192.168.0.111","184.162.145.57","UDP","1076","14475  >  12136 Len=1034"
"13334","35.961646","192.168.0.111","184.162.145.57","UDP","1076","14475  >  12136 Len=1034"
"13335","35.961689","192.168.0.111","184.162.145.57","UDP","168","14475  >  12136 Len=126"
"13336","35.965259","184.162.145.57","192.168.0.111","UDP","347","12136  >  14475 Len=305"
"13337","35.977186","184.162.145.57","192.168.0.111","UDP","798","12136  >  14475 Len=756"
"13338","35.977611","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13339","35.977733","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13340","35.977754","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13341","35.977767","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13342","35.977779","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13343","35.977797","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13344","35.977814","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13345","35.977831","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13346","35.977846","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13347","35.977862","192.168.0.111","184.162.145.57","UDP","1075","14475  >  12136 Len=1033"
"13348","35.986561","184.162.145.57","192.168.0.111","UDP","798","12136  >  14475 Len=756"
"13349","35.986725","184.162.145.57","192.168.0.111","UDP","798","12136  >  14475 Len=756"
"13350","35.987040","192.168.0.111","184.162.145.57","UDP","168","14475  >  12136 Len=126"
"13351","35.987197","184.162.145.57","192.168.0.111","UDP","797","12136  >  14475 Len=755"
"13352","35.987299","184.162.145.57","192.168.0.111","UDP","797","12136  >  14475 Len=755"
"13353","35.987501","184.162.145.57","192.168.0.111","UDP","829","12136  >  14475 Len=787"
"13354","35.987501","184.162.145.57","192.168.0.111","UDP","345","12136  >  14475 Len=303"
"13355","35.998545","192.168.0.111","184.162.145.57","UDP","565","14475  >  12136 Len=523"
"13356","36.006159","184.162.145.57","192.168.0.111","UDP","866","12136  >  14475 Len=824"
"13357","36.006339","192.168.0.111","184.162.145.57","UDP","564","14475  >  12136 Len=522"
"13358","36.006354","184.162.145.57","192.168.0.111","UDP","866","12136  >  14475 Len=824"
"13359","36.006380","192.168.0.111","184.162.145.57","UDP","564","14475  >  12136 Len=522"
"13360","36.006397","192.168.0.111","184.162.145.57","UDP","564","14475  >  12136 Len=522"
"13361","36.006413","192.168.0.111","184.162.145.57","UDP","564","14475  >  12136 Len=522"
"13362","36.006430","192.168.0.111","184.162.145.57","UDP","179","14475  >  12136 Len=137"
"13363","36.007122","184.162.145.57","192.168.0.111","UDP","866","12136  >  14475 Len=824"
"13364","36.007681","184.162.145.57","192.168.0.111","UDP","866","12136  >  14475 Len=824"
"13365","36.007861","184.162.145.57","192.168.0.111","UDP","865","12136  >  14475 Len=823"
"13366","36.007861","184.162.145.57","192.168.0.111","UDP","897","12136  >  14475 Len=855"
"13367","36.007861","184.162.145.57","192.168.0.111","UDP","321","12136  >  14475 Len=279"
"13368","36.013470","184.162.145.57","192.168.0.111","UDP","212","12136  >  14475 Len=170"
"13369","36.023559","184.162.145.57","192.168.0.111","UDP","302","12136  >  14475 Len=260"
"13370","36.023764","192.168.0.111","184.162.145.57","UDP","287","14475  >  12136 Len=245"
"13371","36.045807","192.168.0.111","184.162.145.57","UDP","275","14475  >  12136 Len=233"
"13372","36.055470","184.162.145.57","192.168.0.111","UDP","98","12136  >  14475 Len=56"
"13373","36.055470","184.162.145.57","192.168.0.111","UDP","289","12136  >  14475 Len=247"
"13374","36.055630","192.168.0.111","184.162.145.57","UDP","1082","14475  >  12136 Len=1040"
"13375","36.055660","192.168.0.111","184.162.145.57","UDP","1082","14475  >  12136 Len=1040"
"13376","36.055679","192.168.0.111","184.162.145.57","UDP","1082","14475  >  12136 Len=1040"
"13377","36.055695","192.168.0.111","184.162.145.57","UDP","1082","14475  >  12136 Len=1040"
"13378","36.055723","192.168.0.111","184.162.145.57","UDP","1082","14475  >  12136 Len=1040"
"13379","36.055738","192.168.0.111","184.162.145.57","UDP","1082","14475  >  12136 Len=1040"
"13380","36.055750","192.168.0.111","184.162.145.57","UDP","1082","14475  >  12136 Len=1040"
"13381","36.062239","184.162.145.57","192.168.0.111","UDP","287","12136  >  14475 Len=245"
"13382","36.062333","192.168.0.111","184.162.145.57","UDP","1082","14475  >  12136 Len=1040"
"13383","36.062389","192.168.0.111","184.162.145.57","UDP","1081","14475  >  12136 Len=1039"
"13384","36.062389","184.162.145.57","192.168.0.111","UDP","841","12136  >  14475 Len=799"
"13385","36.062402","192.168.0.111","184.162.145.57","UDP","1081","14475  >  12136 Len=1039"
"13386","36.062414","192.168.0.111","184.162.145.57","UDP","1081","14475  >  12136 Len=1039"
"13387","36.062426","192.168.0.111","184.162.145.57","UDP","233","14475  >  12136 Len=191"
"13388","36.063144","184.162.145.57","192.168.0.111","UDP","841","12136  >  14475 Len=799"
"13389","36.063315","184.162.145.57","192.168.0.111","UDP","841","12136  >  14475 Len=799"
"13390","36.063464","184.162.145.57","192.168.0.111","UDP","841","12136  >  14475 Len=799"
"13391","36.081164","184.162.145.57","192.168.0.111","UDP","841","12136  >  14475 Len=799"
"13392","36.081305","184.162.145.57","192.168.0.111","UDP","872","12136  >  14475 Len=830"
"13393","36.081367","192.168.0.111","184.162.145.57","UDP","129","14475  >  12136 Len=87"
"13394","36.081436","192.168.0.111","184.162.145.57","UDP","1043","14475  >  12136 Len=1001"
"13395","36.081957","184.162.145.57","192.168.0.111","UDP","292","12136  >  14475 Len=250"
"13396","36.089154","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"13397","36.097422","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"13398","36.097624","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"13399","36.097624","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"13400","36.097688","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13401","36.097737","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13402","36.097763","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13403","36.097786","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13404","36.097804","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13405","36.097828","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13406","36.097832","184.162.145.57","192.168.0.111","UDP","927","12136  >  14475 Len=885"
"13407","36.097847","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13408","36.097886","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13409","36.097906","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13410","36.097925","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13411","36.097942","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13412","36.097999","184.162.145.57","192.168.0.111","UDP","958","12136  >  14475 Len=916"
"13413","36.102411","192.168.0.111","184.162.145.57","UDP","135","14475  >  12136 Len=93"
"13414","36.105594","184.162.145.57","192.168.0.111","UDP","297","12136  >  14475 Len=255"
"13415","36.124047","184.162.145.57","192.168.0.111","UDP","302","12136  >  14475 Len=260"
"13416","36.124144","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"13417","36.124167","192.168.0.111","184.162.145.57","UDP","1010","14475  >  12136 Len=968"
"13418","36.135559","184.162.145.57","192.168.0.111","UDP","294","12136  >  14475 Len=252"
"13419","36.135814","192.168.0.111","184.162.145.57","UDP","1009","14475  >  12136 Len=967"
"13420","36.135847","192.168.0.111","184.162.145.57","UDP","1009","14475  >  12136 Len=967"
"13421","36.135878","192.168.0.111","184.162.145.57","UDP","1009","14475  >  12136 Len=967"
"13422","36.135921","192.168.0.111","184.162.145.57","UDP","1009","14475  >  12136 Len=967"
"13423","36.135934","192.168.0.111","184.162.145.57","UDP","162","14475  >  12136 Len=120"
"13424","36.146673","192.168.0.111","184.162.145.57","UDP","128","14475  >  12136 Len=86"
"13425","36.153446","184.162.145.57","192.168.0.111","UDP","1012","12136  >  14475 Len=970"
"13426","36.153575","184.162.145.57","192.168.0.111","UDP","1012","12136  >  14475 Len=970"
"13427","36.153799","184.162.145.57","192.168.0.111","UDP","1012","12136  >  14475 Len=970"
"13428","36.153996","184.162.145.57","192.168.0.111","UDP","1012","12136  >  14475 Len=970"
"13429","36.154497","184.162.145.57","192.168.0.111","UDP","1012","12136  >  14475 Len=970"
"13430","36.154599","184.162.145.57","192.168.0.111","UDP","1043","12136  >  14475 Len=1001"
"13431","36.160801","184.162.145.57","192.168.0.111","UDP","293","12136  >  14475 Len=251"
"13432","36.160924","192.168.0.111","184.162.145.57","UDP","1043","14475  >  12136 Len=1001"
"13433","36.160950","192.168.0.111","184.162.145.57","UDP","1043","14475  >  12136 Len=1001"
"13434","36.160967","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"13435","36.177481","184.162.145.57","192.168.0.111","UDP","1025","12136  >  14475 Len=983"
"13436","36.177714","192.168.0.111","184.162.145.57","UDP","1043","14475  >  12136 Len=1001"
"13437","36.177749","192.168.0.111","184.162.145.57","UDP","1043","14475  >  12136 Len=1001"
"13438","36.177769","192.168.0.111","184.162.145.57","UDP","1043","14475  >  12136 Len=1001"
"13439","36.177801","192.168.0.111","184.162.145.57","UDP","1043","14475  >  12136 Len=1001"
"13440","36.177818","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13441","36.177833","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13442","36.177847","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13443","36.177861","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13444","36.177873","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13445","36.177885","192.168.0.111","184.162.145.57","UDP","1042","14475  >  12136 Len=1000"
"13446","36.178428","184.162.145.57","192.168.0.111","UDP","1025","12136  >  14475 Len=983"
"13447","36.178637","184.162.145.57","192.168.0.111","UDP","1024","12136  >  14475 Len=982"
"13448","36.178637","184.162.145.57","192.168.0.111","UDP","1024","12136  >  14475 Len=982"
"13449","36.178862","184.162.145.57","192.168.0.111","UDP","1024","12136  >  14475 Len=982"
"13450","36.178862","184.162.145.57","192.168.0.111","UDP","1056","12136  >  14475 Len=1014"
"13451","36.178862","184.162.145.57","192.168.0.111","UDP","294","12136  >  14475 Len=252"
"13452","36.189358","192.168.0.111","184.162.145.57","UDP","130","14475  >  12136 Len=88"
"13453","36.200388","192.168.0.111","184.162.145.57","UDP","133","14475  >  12136 Len=91"
"13454","36.203232","184.162.145.57","192.168.0.111","UDP","290","12136  >  14475 Len=248"
"13455","36.203424","184.162.145.57","192.168.0.111","UDP","1045","12136  >  14475 Len=1003"
"13456","36.203677","184.162.145.57","192.168.0.111","UDP","1045","12136  >  14475 Len=1003"
"13457","36.204404","184.162.145.57","192.168.0.111","UDP","1045","12136  >  14475 Len=1003"
"13458","36.219696","184.162.145.57","192.168.0.111","UDP","1044","12136  >  14475 Len=1002"
"13459","36.219805","192.168.0.111","184.162.145.57","UDP","129","14475  >  12136 Len=87"
"13460","36.221843","184.162.145.57","192.168.0.111","UDP","1044","12136  >  14475 Len=1002"
"13461","36.222031","184.162.145.57","192.168.0.111","UDP","1076","12136  >  14475 Len=1034"
"13462","36.222031","184.162.145.57","192.168.0.111","UDP","288","12136  >  14475 Len=246"
"13463","36.233440","184.162.145.57","192.168.0.111","UDP","1030","12136  >  14475 Len=988"
"13464","36.233683","184.162.145.57","192.168.0.111","UDP","1030","12136  >  14475 Len=988"
"13465","36.234397","184.162.145.57","192.168.0.111","UDP","1030","12136  >  14475 Len=988"
"13466","36.234572","184.162.145.57","192.168.0.111","UDP","1030","12136  >  14475 Len=988"
"13467","36.235531","184.162.145.57","192.168.0.111","UDP","1030","12136  >  14475 Len=988"
"13468","36.235735","184.162.145.57","192.168.0.111","UDP","1061","12136  >  14475 Len=1019"
"13469","36.242192","184.162.145.57","192.168.0.111","UDP","284","12136  >  14475 Len=242"
"13470","36.242319","192.168.0.111","184.162.145.57","UDP","133","14475  >  12136 Len=91"
"13471","36.242354","192.168.0.111","184.162.145.57","UDP","1091","14475  >  12136 Len=1049"
"13472","36.253264","192.168.0.111","184.162.145.57","UDP","1091","14475  >  12136 Len=1049"
"13473","36.253530","192.168.0.111","184.162.145.57","UDP","1090","14475  >  12136 Len=1048"
"13474","36.253556","192.168.0.111","184.162.145.57","UDP","1090","14475  >  12136 Len=1048"
"13475","36.253576","192.168.0.111","184.162.145.57","UDP","1090","14475  >  12136 Len=1048"
"13476","36.253595","192.168.0.111","184.162.145.57","UDP","1090","14475  >  12136 Len=1048"
"13477","36.264142","192.168.0.111","184.162.145.57","UDP","1090","14475  >  12136 Len=1048"
"13478","36.264218","192.168.0.111","184.162.145.57","UDP","1090","14475  >  12136 Len=1048"
"13479","36.264238","192.168.0.111","184.162.145.57","UDP","1090","14475  >  12136 Len=1048"
"13480","36.264253","192.168.0.111","184.162.145.57","UDP","1090","14475  >  12136 Len=1048"
"13481","36.264269","192.168.0.111","184.162.145.57","UDP","1090","14475  >  12136 Len=1048"
"13482","36.264284","192.168.0.111","184.162.145.57","UDP","1141","14475  >  12136 Len=1099"
"13483","36.264299","192.168.0.111","184.162.145.57","UDP","1141","14475  >  12136 Len=1099"
"13484","36.264342","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"13485","36.264461","184.162.145.57","192.168.0.111","UDP","366","12136  >  14475 Len=324"
"13486","36.287115","192.168.0.111","184.162.145.57","UDP","1090","14475  >  12136 Len=1048"
"13487","36.287203","192.168.0.111","184.162.145.57","UDP","1141","14475  >  12136 Len=1099"
"13488","36.287215","192.168.0.111","184.162.145.57","UDP","1141","14475  >  12136 Len=1099"
"13489","36.287231","192.168.0.111","184.162.145.57","UDP","1140","14475  >  12136 Len=1098"
"13490","36.287241","192.168.0.111","184.162.145.57","UDP","1140","14475  >  12136 Len=1098"
"13491","36.287252","192.168.0.111","184.162.145.57","UDP","1140","14475  >  12136 Len=1098"
"13492","36.287262","192.168.0.111","184.162.145.57","UDP","135","14475  >  12136 Len=93"
"13493","36.287269","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13494","36.298124","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13495","36.298203","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13496","36.298223","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13497","36.298252","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13498","36.298267","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13499","36.298282","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13500","36.303638","184.162.145.57","192.168.0.111","UDP","914","12136  >  14475 Len=872"
"13501","36.303829","184.162.145.57","192.168.0.111","UDP","914","12136  >  14475 Len=872"
"13502","36.304055","184.162.145.57","192.168.0.111","UDP","913","12136  >  14475 Len=871"
"13503","36.304055","184.162.145.57","192.168.0.111","UDP","913","12136  >  14475 Len=871"
"13504","36.304074","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13505","36.304127","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13506","36.304147","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13507","36.304165","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13508","36.304185","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13509","36.304198","192.168.0.111","184.162.145.57","UDP","132","14475  >  12136 Len=90"
"13510","36.304273","184.162.145.57","192.168.0.111","UDP","913","12136  >  14475 Len=871"
"13511","36.304438","184.162.145.57","192.168.0.111","UDP","945","12136  >  14475 Len=903"
"13512","36.304438","184.162.145.57","192.168.0.111","UDP","367","12136  >  14475 Len=325"
"13513","36.304438","184.162.145.57","192.168.0.111","UDP","999","12136  >  14475 Len=957"
"13514","36.304438","184.162.145.57","192.168.0.111","UDP","363","12136  >  14475 Len=321"
"13515","36.304585","184.162.145.57","192.168.0.111","UDP","999","12136  >  14475 Len=957"
"13516","36.304585","184.162.145.57","192.168.0.111","UDP","999","12136  >  14475 Len=957"
"13517","36.305387","184.162.145.57","192.168.0.111","UDP","998","12136  >  14475 Len=956"
"13518","36.305561","184.162.145.57","192.168.0.111","UDP","998","12136  >  14475 Len=956"
"13519","36.305922","184.162.145.57","192.168.0.111","UDP","1030","12136  >  14475 Len=988"
"13520","36.319514","184.162.145.57","192.168.0.111","UDP","286","12136  >  14475 Len=244"
"13521","36.319514","184.162.145.57","192.168.0.111","UDP","213","12136  >  14475 Len=171"
"13522","36.319845","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13523","36.319923","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13524","36.319980","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13525","36.320007","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13526","36.320027","192.168.0.111","184.162.145.57","UDP","1097","14475  >  12136 Len=1055"
"13527","36.320041","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"13528","36.342074","192.168.0.111","184.162.145.57","UDP","133","14475  >  12136 Len=91"
"13529","36.342719","184.162.145.57","192.168.0.111","UDP","287","12136  >  14475 Len=245"
"13530","36.350772","184.162.145.57","192.168.0.111","UDP","357","12136  >  14475 Len=315"
"13531","36.359977","184.162.145.57","192.168.0.111","UDP","1019","12136  >  14475 Len=977"
"13532","36.360242","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"13533","36.360410","184.162.145.57","192.168.0.111","UDP","1019","12136  >  14475 Len=977"
"13534","36.360612","184.162.145.57","192.168.0.111","UDP","1018","12136  >  14475 Len=976"
"13535","36.360945","184.162.145.57","192.168.0.111","UDP","1018","12136  >  14475 Len=976"
"13536","36.361136","184.162.145.57","192.168.0.111","UDP","1018","12136  >  14475 Len=976"
"13537","36.382802","192.168.0.111","184.162.145.57","UDP","1039","14475  >  12136 Len=997"
"13538","36.382846","192.168.0.111","184.162.145.57","UDP","1039","14475  >  12136 Len=997"
"13539","36.382860","192.168.0.111","184.162.145.57","UDP","1039","14475  >  12136 Len=997"
"13540","36.382875","192.168.0.111","184.162.145.57","UDP","1039","14475  >  12136 Len=997"
"13541","36.382887","192.168.0.111","184.162.145.57","UDP","1039","14475  >  12136 Len=997"
"13542","36.382900","192.168.0.111","184.162.145.57","UDP","1039","14475  >  12136 Len=997"
"13543","36.382912","192.168.0.111","184.162.145.57","UDP","1038","14475  >  12136 Len=996"
"13544","36.382924","192.168.0.111","184.162.145.57","UDP","1038","14475  >  12136 Len=996"
"13545","36.382937","192.168.0.111","184.162.145.57","UDP","1038","14475  >  12136 Len=996"
"13546","36.382944","192.168.0.111","184.162.145.57","UDP","1038","14475  >  12136 Len=996"
"13547","36.382951","192.168.0.111","184.162.145.57","UDP","1038","14475  >  12136 Len=996"
"13548","36.382959","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"13549","36.383102","184.162.145.57","192.168.0.111","UDP","1050","12136  >  14475 Len=1008"
"13550","36.383102","184.162.145.57","192.168.0.111","UDP","343","12136  >  14475 Len=301"
"13551","36.401351","184.162.145.57","192.168.0.111","UDP","951","12136  >  14475 Len=909"
"13552","36.401491","192.168.0.111","184.162.145.57","UDP","1071","14475  >  12136 Len=1029"
"13553","36.401526","192.168.0.111","184.162.145.57","UDP","1058","14475  >  12136 Len=1016"
"13554","36.401541","192.168.0.111","184.162.145.57","UDP","1057","14475  >  12136 Len=1015"
"13555","36.401555","192.168.0.111","184.162.145.57","UDP","1057","14475  >  12136 Len=1015"
"13556","36.401569","192.168.0.111","184.162.145.57","UDP","1071","14475  >  12136 Len=1029"
"13557","36.401583","192.168.0.111","184.162.145.57","UDP","131","14475  >  12136 Len=89"
"13558","36.401675","184.162.145.57","192.168.0.111","UDP","950","12136  >  14475 Len=908"
"13559","36.401793","184.162.145.57","192.168.0.111","UDP","950","12136  >  14475 Len=908"
"13560","36.409280","184.162.145.57","192.168.0.111","UDP","950","12136  >  14475 Len=908"
"13561","36.409805","184.162.145.57","192.168.0.111","UDP","950","12136  >  14475 Len=908"
"13562","36.410026","184.162.145.57","192.168.0.111","UDP","982","12136  >  14475 Len=940"
"13563","36.410025","192.168.0.111","184.162.145.57","UDP","1071","14475  >  12136 Len=1029"
"13564","36.410026","184.162.145.57","192.168.0.111","UDP","332","12136  >  14475 Len=290"
"13565","36.410076","192.168.0.111","184.162.145.57","UDP","1071","14475  >  12136 Len=1029"
"13566","36.410096","192.168.0.111","184.162.145.57","UDP","1071","14475  >  12136 Len=1029"
"13567","36.410116","192.168.0.111","184.162.145.57","UDP","1071","14475  >  12136 Len=1029"
